[0m[ INFO] [1783240828.630340314]: Mower SN: HL-G-0001[0m
[2026-07-05 18:08:33] 当前点: -14.2081 20.3488 -1.18295
[2026-07-05 18:08:33] 当前点: -14.2046 20.3455 -1.18302
[2026-07-05 18:08:33] 当前点: -14.2029 20.3478 -1.18338
[2026-07-05 18:08:33] 当前点: -14.2022 20.3456 -1.18283
[2026-07-05 18:08:34] 当前点: -14.2015 20.3456 -1.18329
[2026-07-05 18:08:34] 当前点: -14.2052 20.3498 -1.18328
[2026-07-05 18:08:34] 当前点: -14.205 20.3476 -1.18292
[2026-07-05 18:08:34] 当前点: -14.2096 20.3483 -1.18318
[2026-07-05 18:08:34] 当前点: -14.2087 20.3478 -1.18301
[2026-07-05 18:08:34] 当前点: -14.2139 20.3484 -1.18297
[2026-07-05 18:08:34] 当前点: -14.2133 20.3489 -1.1831
[2026-07-05 18:08:34] 当前点: -14.2084 20.3474 -1.18283
[2026-07-05 18:08:34] 当前点: -14.2104 20.3468 -1.18292
[2026-07-05 18:08:34] 当前点: -14.208 20.3474 -1.18314
[2026-07-05 18:08:35] 当前点: -14.2082 20.3504 -1.18264
[2026-07-05 18:08:35] 当前点: -14.2096 20.3527 -1.18328
[2026-07-05 18:08:35] 当前点: -14.2095 20.3528 -1.18282
[2026-07-05 18:08:35] 当前点: -14.2104 20.3499 -1.18297
[2026-07-05 18:08:35] 当前点: -14.2047 20.3483 -1.18299
[2026-07-05 18:08:35] 当前点: -14.208 20.3491 -1.18325
[2026-07-05 18:08:35] 当前点: -14.2076 20.3489 -1.18315
[2026-07-05 18:08:35] 当前点: -14.2086 20.3475 -1.18312
[2026-07-05 18:08:35] 当前点: -14.2087 20.3488 -1.1833
[2026-07-05 18:08:35] 当前点: -14.2049 20.3477 -1.18335
[2026-07-05 18:08:36] 当前点: -14.2067 20.3482 -1.18298
[2026-07-05 18:08:36] 当前点: -14.2061 20.3468 -1.1831
[2026-07-05 18:08:36] 当前点: -14.2117 20.3482 -1.18322
[2026-07-05 18:08:36] 当前点: -14.2109 20.3506 -1.18303
[2026-07-05 18:08:36] 当前点: -14.2158 20.3517 -1.18331
[2026-07-05 18:08:36] 当前点: -14.2189 20.3544 -1.18305
[2026-07-05 18:08:36] 当前点: -14.2173 20.3544 -1.18315
[2026-07-05 18:08:36] 当前点: -14.2155 20.357 -1.18379
[2026-07-05 18:08:36] 当前点: -14.2144 20.3542 -1.1834
[2026-07-05 18:08:36] 当前点: -14.211 20.3514 -1.18293
[2026-07-05 18:08:37] 当前点: -14.2102 20.3497 -1.18316
[2026-07-05 18:08:37] 当前点: -14.2074 20.3489 -1.18322
[2026-07-05 18:08:37] 当前点: -14.2069 20.3477 -1.18321
[2026-07-05 18:08:37] 当前点: -14.2015 20.345 -1.18332
[2026-07-05 18:08:37] 当前点: -14.1994 20.3448 -1.18332
[2026-07-05 18:08:37] 当前点: -14.1992 20.3463 -1.18349
[2026-07-05 18:08:37] 当前点: -14.2047 20.3469 -1.18346
[2026-07-05 18:08:37] 当前点: -14.2019 20.3471 -1.1828
[2026-07-05 18:08:37] 当前点: -14.2043 20.3465 -1.18268
[2026-07-05 18:08:37] 当前点: -14.2061 20.3436 -1.18279
[2026-07-05 18:08:38] 当前点: -14.2082 20.3467 -1.18303
[2026-07-05 18:08:38] 当前点: -14.2106 20.3479 -1.18304
[2026-07-05 18:08:38] 当前点: -14.211 20.3515 -1.18328
[2026-07-05 18:08:38] 当前点: -14.2075 20.3492 -1.18328
[2026-07-05 18:08:38] 当前点: -14.2046 20.3472 -1.18311
[2026-07-05 18:08:38] 当前点: -14.2071 20.3472 -1.18299
[2026-07-05 18:08:38] 当前点: -14.2074 20.3458 -1.18298
[2026-07-05 18:08:38] 当前点: -14.2095 20.3451 -1.18275
[2026-07-05 18:08:38] 当前点: -14.2076 20.3451 -1.18277
[2026-07-05 18:08:38] 当前点: -14.2029 20.3474 -1.18341
[2026-07-05 18:08:39] 当前点: -14.1991 20.3478 -1.18379
[2026-07-05 18:08:39] 当前点: -14.2004 20.3479 -1.1827
[2026-07-05 18:08:39] 当前点: -14.2013 20.3477 -1.18319
[2026-07-05 18:08:39] 当前点: -14.2052 20.3455 -1.18287
[2026-07-05 18:08:39] 当前点: -14.2023 20.3463 -1.18325
[2026-07-05 18:08:39] 当前点: -14.2087 20.3486 -1.18269
[2026-07-05 18:08:39] 当前点: -14.2122 20.3478 -1.18289
[2026-07-05 18:08:39] 当前点: -14.2129 20.3502 -1.18293
[2026-07-05 18:08:39] 当前点: -14.2145 20.3541 -1.18318
[2026-07-05 18:08:39] 当前点: -14.2141 20.3539 -1.18348
[2026-07-05 18:08:40] 当前点: -14.2146 20.3548 -1.18318
[2026-07-05 18:08:40] 当前点: -14.2133 20.3537 -1.1831
[2026-07-05 18:08:40] 当前点: -14.2107 20.35 -1.18341
[2026-07-05 18:08:40] 当前点: -14.2119 20.3492 -1.18298
[2026-07-05 18:08:40] 当前点: -14.2063 20.3463 -1.18336
[2026-07-05 18:08:40] 当前点: -14.2023 20.3475 -1.1829
[2026-07-05 18:08:40] 当前点: -14.2052 20.3482 -1.18343
[2026-07-05 18:08:40] 当前点: -14.206 20.3481 -1.18376
[2026-07-05 18:08:40] 当前点: -14.2029 20.3489 -1.18359
[2026-07-05 18:08:40] 当前点: -14.2058 20.3487 -1.18302
[2026-07-05 18:08:41] 当前点: -14.206 20.3482 -1.1833
[2026-07-05 18:08:41] 当前点: -14.2096 20.3493 -1.18302
[2026-07-05 18:08:41] 当前点: -14.2078 20.3515 -1.18319
[2026-07-05 18:08:41] 当前点: -14.207 20.3498 -1.1832
[2026-07-05 18:08:41] 当前点: -14.206 20.3494 -1.18313
[2026-07-05 18:08:41] 当前点: -14.2032 20.3455 -1.18288
[2026-07-05 18:08:41] 当前点: -14.199 20.3437 -1.18343
[2026-07-05 18:08:41] 当前点: -14.1973 20.3445 -1.18298
[2026-07-05 18:08:41] 当前点: -14.2025 20.3461 -1.18303
[2026-07-05 18:08:41] 当前点: -14.2019 20.3457 -1.18329
[2026-07-05 18:08:42] 当前点: -14.204 20.3462 -1.18329
[2026-07-05 18:08:42] 当前点: -14.2061 20.3463 -1.18291
[2026-07-05 18:08:42] 当前点: -14.2073 20.3505 -1.1835
[2026-07-05 18:08:42] 当前点: -14.2082 20.3498 -1.18281
[2026-07-05 18:08:42] 当前点: -14.2102 20.3494 -1.18328
[2026-07-05 18:08:42] 当前点: -14.2097 20.3481 -1.18362
[2026-07-05 18:08:42] 当前点: -14.2098 20.3477 -1.18324
[2026-07-05 18:08:42] 当前点: -14.2093 20.3461 -1.18309
[2026-07-05 18:08:42] 当前点: -14.2109 20.3494 -1.18296
[2026-07-05 18:08:42] 当前点: -14.21 20.3514 -1.18325
[2026-07-05 18:08:43] 当前点: -14.2124 20.3518 -1.1829
[2026-07-05 18:08:43] 当前点: -14.208 20.3508 -1.18294
[2026-07-05 18:08:43] 当前点: -14.208 20.3501 -1.18302
[2026-07-05 18:08:43] 当前点: -14.2059 20.3486 -1.18353
[2026-07-05 18:08:43] 当前点: -14.208 20.3463 -1.18267
[2026-07-05 18:08:43] 当前点: -14.2051 20.3436 -1.18315
[2026-07-05 18:08:43] 当前点: -14.2069 20.3455 -1.18295
[2026-07-05 18:08:43] 当前点: -14.2058 20.3487 -1.18319
[2026-07-05 18:08:43] 当前点: -14.2122 20.3513 -1.1828
[2026-07-05 18:08:43] 当前点: -14.2098 20.3482 -1.18258
[2026-07-05 18:08:44] 当前点: -14.2111 20.3498 -1.18319
[2026-07-05 18:08:44] 当前点: -14.2076 20.3497 -1.18328
[2026-07-05 18:08:44] 当前点: -14.2041 20.3453 -1.18288
[2026-07-05 18:08:44] 当前点: -14.2033 20.3463 -1.18343
[2026-07-05 18:08:44] 当前点: -14.2062 20.3456 -1.18314
[2026-07-05 18:08:44] 当前点: -14.2081 20.349 -1.18319
[2026-07-05 18:08:44] 当前点: -14.2115 20.3514 -1.18341
[2026-07-05 18:08:44] 当前点: -14.2105 20.3478 -1.18324
[2026-07-05 18:08:44] 当前点: -14.2108 20.3473 -1.183
[2026-07-05 18:08:44] 当前点: -14.2129 20.3514 -1.18296
[2026-07-05 18:08:45] 当前点: -14.2107 20.3531 -1.18291
[2026-07-05 18:08:45] 当前点: -14.209 20.3511 -1.18349
[2026-07-05 18:08:45] 当前点: -14.2078 20.3492 -1.18319
[2026-07-05 18:08:45] 当前点: -14.2065 20.3458 -1.18311
[2026-07-05 18:08:45] 当前点: -14.2053 20.3465 -1.18336
[2026-07-05 18:08:45] 当前点: -14.2031 20.3465 -1.1833
[2026-07-05 18:08:45] 当前点: -14.201 20.3464 -1.18317
[2026-07-05 18:08:45] 当前点: -14.2033 20.3461 -1.18279
[2026-07-05 18:08:45] 当前点: -14.2018 20.3445 -1.18299
[2026-07-05 18:08:45] 当前点: -14.2024 20.3467 -1.18337
[2026-07-05 18:08:46] 当前点: -14.2065 20.3478 -1.18306
[2026-07-05 18:08:46] 当前点: -14.2054 20.3478 -1.18316
[2026-07-05 18:08:46] 当前点: -14.2081 20.346 -1.18308
[2026-07-05 18:08:46] 当前点: -14.2138 20.35 -1.1835
[2026-07-05 18:08:46] 当前点: -14.2143 20.3512 -1.1831
[2026-07-05 18:08:46] 当前点: -14.2163 20.3535 -1.183
[2026-07-05 18:08:46] 当前点: -14.2125 20.355 -1.18325
[2026-07-05 18:08:46] 当前点: -14.2125 20.3541 -1.18302
[2026-07-05 18:08:46] 当前点: -14.2088 20.3514 -1.18315
[2026-07-05 18:08:46] 当前点: -14.2085 20.3495 -1.18292
[2026-07-05 18:08:47] 当前点: -14.2056 20.3468 -1.18311
[2026-07-05 18:08:47] 当前点: -14.207 20.3448 -1.183
[2026-07-05 18:08:47] 当前点: -14.208 20.3437 -1.18293
[2026-07-05 18:08:47] 当前点: -14.2066 20.3433 -1.18277
[2026-07-05 18:08:47] 当前点: -14.2063 20.3447 -1.18303
[2026-07-05 18:08:47] 当前点: -14.2048 20.3452 -1.18335
[2026-07-05 18:08:47] 当前点: -14.2028 20.3481 -1.18362
[2026-07-05 18:08:47] 当前点: -14.2041 20.3504 -1.18323
[2026-07-05 18:08:47] 当前点: -14.2095 20.3512 -1.18287
[2026-07-05 18:08:47] 当前点: -14.2116 20.3533 -1.18342
[2026-07-05 18:08:48] 当前点: -14.2101 20.3523 -1.183
[2026-07-05 18:08:48] 当前点: -14.2115 20.3519 -1.18318
[2026-07-05 18:08:48] 当前点: -14.2131 20.3528 -1.18322
[2026-07-05 18:08:48] 当前点: -14.2086 20.3499 -1.18313
[2026-07-05 18:08:48] 当前点: -14.2076 20.3496 -1.18338
[2026-07-05 18:08:48] 当前点: -14.2081 20.3476 -1.18284
[2026-07-05 18:08:48] 当前点: -14.2085 20.3476 -1.18284
[2026-07-05 18:08:48] 当前点: -14.2085 20.3475 -1.18301
[2026-07-05 18:08:48] 当前点: -14.2119 20.3501 -1.18322
[2026-07-05 18:08:48] 当前点: -14.2088 20.3497 -1.18337
[2026-07-05 18:08:49] 当前点: -14.2101 20.3482 -1.183
[2026-07-05 18:08:49] 当前点: -14.2082 20.3482 -1.18312
[2026-07-05 18:08:49] 当前点: -14.2049 20.3465 -1.1834
[2026-07-05 18:08:49] 当前点: -14.2081 20.3465 -1.18344
[2026-07-05 18:08:49] 当前点: -14.2107 20.3484 -1.18327
[2026-07-05 18:08:49] 当前点: -14.2108 20.3473 -1.1829
[2026-07-05 18:08:49] 当前点: -14.2119 20.3487 -1.18306
[2026-07-05 18:08:49] 当前点: -14.2138 20.3502 -1.18281
[2026-07-05 18:08:49] 当前点: -14.2109 20.3532 -1.18333
[2026-07-05 18:08:49] 当前点: -14.212 20.3538 -1.18293
[2026-07-05 18:08:50] 当前点: -14.2115 20.3523 -1.18312
[2026-07-05 18:08:50] 当前点: -14.2102 20.3472 -1.18296
[2026-07-05 18:08:50] 当前点: -14.208 20.346 -1.18314
[2026-07-05 18:08:50] 当前点: -14.2087 20.3471 -1.18312
[2026-07-05 18:08:50] 当前点: -14.2072 20.3477 -1.18296
[2026-07-05 18:08:50] 当前点: -14.2031 20.3472 -1.18286
[2026-07-05 18:08:50] 当前点: -14.2029 20.3496 -1.18343
[2026-07-05 18:08:50] 当前点: -14.2051 20.3499 -1.18323
[2026-07-05 18:08:50] 当前点: -14.208 20.3492 -1.18335
[2026-07-05 18:08:50] 当前点: -14.2074 20.3494 -1.1832
[2026-07-05 18:08:51] 当前点: -14.2116 20.3482 -1.18282
[2026-07-05 18:08:51] 当前点: -14.2126 20.3487 -1.1829
[2026-07-05 18:08:51] 当前点: -14.2126 20.3524 -1.18332
[2026-07-05 18:08:51] 当前点: -14.2114 20.3507 -1.18338
[2026-07-05 18:08:51] 当前点: -14.2116 20.3497 -1.18305
[2026-07-05 18:08:51] 当前点: -14.2076 20.3526 -1.18349
[2026-07-05 18:08:51] 当前点: -14.2057 20.3511 -1.18341
[2026-07-05 18:08:51] 当前点: -14.2057 20.3539 -1.1834
[2026-07-05 18:08:51] 当前点: -14.2035 20.3523 -1.18384
[2026-07-05 18:08:51] 当前点: -14.206 20.3539 -1.18377
[2026-07-05 18:08:52] 当前点: -14.209 20.3507 -1.18282
[2026-07-05 18:08:52] 当前点: -14.2061 20.35 -1.18365
[2026-07-05 18:08:52] 当前点: -14.2074 20.3475 -1.18313
[2026-07-05 18:08:52] 当前点: -14.206 20.3489 -1.18368
[2026-07-05 18:08:52] 当前点: -14.2064 20.3499 -1.18341
[2026-07-05 18:08:52] 当前点: -14.2061 20.3515 -1.18326
[2026-07-05 18:08:52] 当前点: -14.2068 20.3498 -1.18326
[2026-07-05 18:08:52] 当前点: -14.2034 20.3459 -1.18355
[2026-07-05 18:08:52] 当前点: -14.2072 20.3468 -1.18339
[2026-07-05 18:08:52] 当前点: -14.2068 20.3475 -1.18373
[2026-07-05 18:08:53] 当前点: -14.2112 20.3509 -1.18276
[2026-07-05 18:08:53] 当前点: -14.2085 20.3476 -1.18287
[2026-07-05 18:08:53] 当前点: -14.2092 20.3508 -1.18343
[2026-07-05 18:08:53] 当前点: -14.2045 20.3496 -1.18365
[2026-07-05 18:08:53] 当前点: -14.2053 20.3498 -1.18294
[2026-07-05 18:08:53] 当前点: -14.2067 20.3498 -1.18288
[2026-07-05 18:08:53] 当前点: -14.2057 20.3496 -1.18256
[2026-07-05 18:08:53] 当前点: -14.2034 20.3487 -1.18333
[2026-07-05 18:08:53] 当前点: -14.2041 20.3458 -1.18252
[2026-07-05 18:08:53] 当前点: -14.2017 20.3446 -1.18276
[2026-07-05 18:08:54] 当前点: -14.2027 20.3472 -1.18373
[2026-07-05 18:08:54] 当前点: -14.2035 20.349 -1.18343
[2026-07-05 18:08:54] 当前点: -14.209 20.3484 -1.1832
[2026-07-05 18:08:54] 当前点: -14.2141 20.348 -1.18334
[2026-07-05 18:08:54] 当前点: -14.2127 20.3497 -1.18297
[2026-07-05 18:08:54] 当前点: -14.2069 20.3513 -1.18337
[2026-07-05 18:08:54] 当前点: -14.2039 20.3491 -1.18316
[2026-07-05 18:08:54] 当前点: -14.2029 20.3493 -1.18341
[2026-07-05 18:08:54] 当前点: -14.2045 20.3477 -1.18293
[2026-07-05 18:08:54] 当前点: -14.2069 20.3478 -1.18324
[2026-07-05 18:08:55] 当前点: -14.2064 20.3506 -1.18316
[2026-07-05 18:08:55] 当前点: -14.2088 20.3516 -1.18331
[2026-07-05 18:08:55] 当前点: -14.2113 20.3514 -1.18317
[2026-07-05 18:08:55] 当前点: -14.2093 20.3502 -1.18316
[2026-07-05 18:08:55] 当前点: -14.2073 20.3494 -1.18292
[2026-07-05 18:08:55] 当前点: -14.2062 20.3498 -1.18339
[2026-07-05 18:08:55] 当前点: -14.2068 20.3496 -1.18338
[2026-07-05 18:08:55] 当前点: -14.2093 20.351 -1.18319
[2026-07-05 18:08:55] 当前点: -14.2106 20.3513 -1.18331
[2026-07-05 18:08:55] 当前点: -14.2054 20.3501 -1.1834
[2026-07-05 18:08:56] 当前点: -14.2001 20.3484 -1.1837
[2026-07-05 18:08:56] 当前点: -14.1996 20.3497 -1.18356
[2026-07-05 18:08:56] 当前点: -14.2038 20.3495 -1.18343
[2026-07-05 18:08:56] 当前点: -14.2042 20.3487 -1.18345
[2026-07-05 18:08:56] 当前点: -14.2042 20.3475 -1.18309
[2026-07-05 18:08:56] 当前点: -14.2074 20.3479 -1.18299
[2026-07-05 18:08:56] 当前点: -14.2083 20.3477 -1.18289
[2026-07-05 18:08:56] 当前点: -14.21 20.3496 -1.18295
[2026-07-05 18:08:56] 当前点: -14.2049 20.3483 -1.18319
[2026-07-05 18:08:56] 当前点: -14.2098 20.3525 -1.18302
[2026-07-05 18:08:57] 当前点: -14.2088 20.3536 -1.18342
[2026-07-05 18:08:57] 当前点: -14.2049 20.3506 -1.18353
[2026-07-05 18:08:57] 当前点: -14.2056 20.35 -1.18337
[2026-07-05 18:08:57] 当前点: -14.2052 20.3476 -1.18332
[2026-07-05 18:08:57] 当前点: -14.2057 20.3452 -1.18303
[2026-07-05 18:08:57] 当前点: -14.2053 20.3473 -1.18343
[2026-07-05 18:08:57] 当前点: -14.208 20.3484 -1.18334
[2026-07-05 18:08:57] 当前点: -14.2089 20.3483 -1.18307
[2026-07-05 18:08:57] 当前点: -14.2066 20.3487 -1.18319
[2026-07-05 18:08:57] 当前点: -14.2034 20.3493 -1.18311
[2026-07-05 18:08:58] 当前点: -14.206 20.3505 -1.18318
[2026-07-05 18:08:58] 当前点: -14.2056 20.3483 -1.18332
[2026-07-05 18:08:58] 当前点: -14.2097 20.3476 -1.18315
[2026-07-05 18:08:58] 当前点: -14.2078 20.3461 -1.18348
[2026-07-05 18:08:58] 当前点: -14.2127 20.3488 -1.1833
[2026-07-05 18:08:58] 当前点: -14.2121 20.3502 -1.18326
[2026-07-05 18:08:58] 当前点: -14.2106 20.3514 -1.183
[2026-07-05 18:08:58] 当前点: -14.2088 20.3489 -1.18288
[2026-07-05 18:08:58] 当前点: -14.2068 20.348 -1.18295
[2026-07-05 18:08:58] 当前点: -14.2062 20.3501 -1.18321
[2026-07-05 18:08:59] 当前点: -14.2049 20.3522 -1.18305
[2026-07-05 18:08:59] 当前点: -14.2079 20.3512 -1.18318
[2026-07-05 18:08:59] 当前点: -14.2109 20.3509 -1.1833
[2026-07-05 18:08:59] 当前点: -14.2119 20.3514 -1.18317
[2026-07-05 18:08:59] 当前点: -14.2107 20.3502 -1.1831
[2026-07-05 18:08:59] 当前点: -14.2105 20.3504 -1.18316
[2026-07-05 18:08:59] 当前点: -14.2086 20.3492 -1.18299
[2026-07-05 18:08:59] 当前点: -14.2124 20.3497 -1.18327
[2026-07-05 18:08:59] 当前点: -14.2138 20.3499 -1.18293
[2026-07-05 18:08:59] 当前点: -14.2117 20.3517 -1.18381
[2026-07-05 18:09:00] 当前点: -14.2097 20.3517 -1.18362
[2026-07-05 18:09:00] 当前点: -14.2117 20.3522 -1.18337
[2026-07-05 18:09:00] 当前点: -14.2107 20.3568 -1.18358
[2026-07-05 18:09:00] 当前点: -14.2103 20.3568 -1.18343
[2026-07-05 18:09:00] 当前点: -14.208 20.3558 -1.1835
[2026-07-05 18:09:00] 当前点: -14.2068 20.354 -1.18333
[2026-07-05 18:09:00] 当前点: -14.2086 20.351 -1.18333
[2026-07-05 18:09:00] 当前点: -14.2038 20.3471 -1.18312
[2026-07-05 18:09:00] 当前点: -14.2027 20.3469 -1.18299
[2026-07-05 18:09:00] 当前点: -14.2017 20.3449 -1.18295
[2026-07-05 18:09:01] 当前点: -14.1981 20.3437 -1.18341
[2026-07-05 18:09:01] 当前点: -14.2007 20.3454 -1.18335
[2026-07-05 18:09:01] 当前点: -14.2035 20.3448 -1.18289
[2026-07-05 18:09:01] 当前点: -14.2098 20.3492 -1.18272
[2026-07-05 18:09:01] 当前点: -14.2102 20.3519 -1.18327
[2026-07-05 18:09:01] 当前点: -14.2164 20.3535 -1.18327
[2026-07-05 18:09:01] 当前点: -14.2167 20.3539 -1.18358
[2026-07-05 18:09:01] 当前点: -14.2156 20.3532 -1.18296
[2026-07-05 18:09:01] 当前点: -14.2134 20.3531 -1.18285
[2026-07-05 18:09:01] 当前点: -14.2182 20.353 -1.18302
[2026-07-05 18:09:02] 当前点: -14.2123 20.3513 -1.18336
[2026-07-05 18:09:02] 当前点: -14.2106 20.3521 -1.18319
[2026-07-05 18:09:02] 当前点: -14.2112 20.353 -1.18306
[2026-07-05 18:09:02] 当前点: -14.2078 20.3497 -1.18235
[2026-07-05 18:09:02] 当前点: -14.2081 20.3498 -1.18313
[2026-07-05 18:09:02] 当前点: -14.2022 20.346 -1.18293
[2026-07-05 18:09:02] 当前点: -14.205 20.347 -1.183
[2026-07-05 18:09:02] 当前点: -14.2026 20.3477 -1.1833
[2026-07-05 18:09:02] 当前点: -14.2108 20.3509 -1.18283
[2026-07-05 18:09:02] 当前点: -14.2125 20.3521 -1.18324
[2026-07-05 18:09:03] 当前点: -14.2145 20.3509 -1.18281
[2026-07-05 18:09:03] 当前点: -14.2154 20.351 -1.1833
[2026-07-05 18:09:03] 当前点: -14.2123 20.3528 -1.18329
[2026-07-05 18:09:03] 当前点: -14.2124 20.3529 -1.18349
[2026-07-05 18:09:03] 当前点: -14.2133 20.3509 -1.18297
[2026-07-05 18:09:03] 当前点: -14.2081 20.3488 -1.18365
[2026-07-05 18:09:03] 当前点: -14.2041 20.3504 -1.18317
[2026-07-05 18:09:03] 当前点: -14.2004 20.347 -1.18293
[2026-07-05 18:09:03] 当前点: -14.2016 20.3445 -1.18289
[2026-07-05 18:09:03] 当前点: -14.2025 20.3446 -1.18293
[2026-07-05 18:09:04] 当前点: -14.2021 20.3443 -1.18291
[2026-07-05 18:09:04] 当前点: -14.2039 20.3445 -1.18329
[2026-07-05 18:09:04] 当前点: -14.2035 20.3441 -1.18256
[2026-07-05 18:09:04] 当前点: -14.205 20.344 -1.18292
[2026-07-05 18:09:04] 当前点: -14.2082 20.3459 -1.18284
[2026-07-05 18:09:04] 当前点: -14.2091 20.3444 -1.1831
[2026-07-05 18:09:04] 当前点: -14.2095 20.3463 -1.18312
[2026-07-05 18:09:04] 当前点: -14.2082 20.3479 -1.18315
[2026-07-05 18:09:04] 当前点: -14.2112 20.3529 -1.18329
[2026-07-05 18:09:04] 当前点: -14.212 20.3528 -1.18339
[2026-07-05 18:09:05] 当前点: -14.2135 20.3502 -1.18277
[2026-07-05 18:09:05] 当前点: -14.2111 20.3494 -1.18316
[2026-07-05 18:09:05] 当前点: -14.2136 20.3536 -1.18315
[2026-07-05 18:09:05] 当前点: -14.2113 20.3511 -1.18314
[2026-07-05 18:09:05] 当前点: -14.2078 20.3506 -1.18374
[2026-07-05 18:09:05] 当前点: -14.2075 20.3508 -1.18339
[2026-07-05 18:09:05] 当前点: -14.2051 20.3489 -1.18336
[2026-07-05 18:09:05] 当前点: -14.2076 20.3492 -1.18339
[2026-07-05 18:09:05] 当前点: -14.2047 20.3475 -1.18346
[2026-07-05 18:09:05] 当前点: -14.205 20.3464 -1.18328
[2026-07-05 18:09:06] 当前点: -14.2049 20.3467 -1.18314
[2026-07-05 18:09:06] 当前点: -14.2067 20.3488 -1.18249
[2026-07-05 18:09:06] 当前点: -14.2105 20.3494 -1.18287
[2026-07-05 18:09:06] 当前点: -14.2125 20.3503 -1.18301
[2026-07-05 18:09:06] 当前点: -14.2144 20.3565 -1.18362
[2026-07-05 18:09:06] 当前点: -14.2145 20.3541 -1.18278
[2026-07-05 18:09:06] 当前点: -14.2108 20.3518 -1.18282
[2026-07-05 18:09:06] 当前点: -14.2105 20.3528 -1.18312
[2026-07-05 18:09:06] 当前点: -14.2084 20.3523 -1.18347
[2026-07-05 18:09:06] 当前点: -14.2113 20.3518 -1.18296
[2026-07-05 18:09:07] 当前点: -14.2117 20.3519 -1.1832
[2026-07-05 18:09:07] 当前点: -14.2127 20.3513 -1.18274
[2026-07-05 18:09:07] 当前点: -14.2101 20.3496 -1.18296
[2026-07-05 18:09:07] 当前点: -14.2094 20.3464 -1.18251
[2026-07-05 18:09:07] 当前点: -14.2129 20.3506 -1.183
[2026-07-05 18:09:07] 当前点: -14.2094 20.3505 -1.18328
[2026-07-05 18:09:07] 当前点: -14.2108 20.3506 -1.1831
[2026-07-05 18:09:07] 当前点: -14.2046 20.3477 -1.18321
[2026-07-05 18:09:07] 当前点: -14.2056 20.3474 -1.1836
[2026-07-05 18:09:07] 当前点: -14.2053 20.3474 -1.18355
[2026-07-05 18:09:08] 当前点: -14.2065 20.3483 -1.18316
[2026-07-05 18:09:08] 当前点: -14.2074 20.3518 -1.1835
[2026-07-05 18:09:08] 当前点: -14.2112 20.3512 -1.18321
[2026-07-05 18:09:08] 当前点: -14.209 20.3507 -1.1829
[2026-07-05 18:09:08] 当前点: -14.2098 20.3531 -1.18391
[2026-07-05 18:09:08] 当前点: -14.2074 20.3531 -1.18347
[2026-07-05 18:09:08] 当前点: -14.2085 20.3512 -1.18284
[2026-07-05 18:09:08] 当前点: -14.2082 20.3542 -1.18395
[2026-07-05 18:09:08] 当前点: -14.2062 20.3525 -1.18315
[2026-07-05 18:09:08] 当前点: -14.2084 20.3524 -1.18312
[2026-07-05 18:09:09] 当前点: -14.2101 20.3511 -1.18337
[2026-07-05 18:09:09] 当前点: -14.2079 20.3498 -1.1833
[2026-07-05 18:09:09] 当前点: -14.2046 20.3498 -1.18352
[2026-07-05 18:09:09] 当前点: -14.2086 20.3513 -1.18298
[2026-07-05 18:09:09] 当前点: -14.209 20.3495 -1.18327
[2026-07-05 18:09:09] 当前点: -14.2046 20.3476 -1.18315
[2026-07-05 18:09:09] 当前点: -14.2056 20.3476 -1.18312
[2026-07-05 18:09:09] 当前点: -14.2053 20.3507 -1.18358
[2026-07-05 18:09:09] 当前点: -14.2104 20.3526 -1.1835
[2026-07-05 18:09:09] 当前点: -14.212 20.354 -1.18365
[2026-07-05 18:09:10] 当前点: -14.213 20.3561 -1.18373
[2026-07-05 18:09:10] 当前点: -14.2132 20.3569 -1.18372
[2026-07-05 18:09:10] 当前点: -14.2169 20.3563 -1.18295
[2026-07-05 18:09:10] 当前点: -14.2149 20.3547 -1.18374
[2026-07-05 18:09:10] 当前点: -14.214 20.3512 -1.18302
[2026-07-05 18:09:10] 当前点: -14.2097 20.3477 -1.1835
[2026-07-05 18:09:10] 当前点: -14.205 20.3466 -1.18301
[2026-07-05 18:09:10] 当前点: -14.205 20.3435 -1.1828
[2026-07-05 18:09:10] 当前点: -14.2018 20.3453 -1.18345
[2026-07-05 18:09:10] 当前点: -14.2041 20.348 -1.18339
[2026-07-05 18:09:11] 当前点: -14.2026 20.3472 -1.18317
[2026-07-05 18:09:11] 当前点: -14.2039 20.3484 -1.18337
[2026-07-05 18:09:11] 当前点: -14.2055 20.3494 -1.18379
[2026-07-05 18:09:11] 当前点: -14.2111 20.3499 -1.18334
